epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,272.732,0,104.233,0,0,0,0,0,0,169.7,0,0.000657005,0.000657005,0.000657005
2,543.58,0,64.3653,0,0,0,0,0,0,26.6149,0,0.00130729,0.00130729,0.00130729
